TIME;JPN_inflation;USA_inflation;OECD_inflation;EU19_inflation;AUS_shareprice;CAN_shareprice;JPN_shareprice;USA_shareprice;EU19_shareprice;AUS_m1;JPN_m1;USA_m1;OECD_m1;EA19_m1
Jan-20;0.7;2.486572;2.378161;;126.5437;121.1244;110.8787;130.9052;114.1988;158.4888;133.4891;132.1622;140.5321;141.7821
Feb-20;0.4;2.334874;2.273155;;127.1267;122.4475;107.8232;128.6936;114.2796;160.3096;134.2708;132.47;141.485;142.0779
Mar-20;0.4;1.539327;1.750761;;98.79449;95.94145;89.017;100.458;86.59691;167.3075;135.3529;141.0412;148.2564;145.1264
Apr-20;0.1;0.3290967;0.8624601;;96.87128;98.16383;91.1507;101.8041;87.25377;176.6454;137.1302;158.1803;160.2778;148.9115
May-20;0.1;0.1179264;0.7153091;;100.1817;103.8505;95.40068;105.6555;90.40842;180.404;140.0341;537.2034;378.6688;151.8388
Jun-20;0.1;0.6457331;1.094088;;108.0161;107.9628;102.2208;113.1662;99.34293;182.4661;144.2449;548.1442;386.6078;154.0342
Jul-20;0.3;0.9860818;1.206682;;109.4515;111.0523;100.6782;115.0943;101.615;185.3472;145.7265;554.7728;391.4654;155.0724
Aug-20;0.2;1.309645;1.283929;;110.8687;115.52;102.6739;120.638;101.5684;188.2063;147.5068;559.1709;395.1227;155.7699
Sep-20;0;1.371325;1.30369;;107.7882;113.2146;105.3336;119.7456;100.8304;190.868;148.6516;567.9341;401.2217;156.6384
Oct-20;-0.4;1.182066;1.184673;;110.7327;113.2708;105.0107;121.4711;99.67136;193.8003;149.2885;574.6785;406.0522;157.9797
Nov-20;-0.9;1.174536;1.176731;;116.6687;116.7689;110.2328;128.248;106.0354;197.1421;150.3729;583.3292;411.9327;159.9118
Dec-20;-1.2;1.362005;1.249233;;121.2146;122.2525;114.8566;134.5941;110.6379;200.1767;151.379;590.2027;416.722;161.9185
Jan-21;-0.7;1.39977;1.565045;;122.2562;124.2181;118.6747;138.8357;113.0933;203.3869;152.6277;599.2173;422.9941;163.1816
Feb-21;-0.5;1.676215;1.754685;;124.106;127.3483;123.3508;142.3429;115.0985;206.3996;153.8812;607.8349;428.9862;164.1312
Mar-21;-0.4;2.619762;2.400738;;123.1871;130.1205;125.5606;144.9649;118.5624;208.213;154.5597;616.9058;434.5616;165.396
Apr-21;-1.1;4.159695;3.339406;;127.3157;133.6261;125.05;150.286;123.4095;209.8437;155.1667;626.3772;439.931;166.7518
May-21;-0.8;4.992707;3.857556;;128.6689;135.6217;122.9105;153.5066;124.5916;211.606;155.8853;637.3642;445.8109;168.3217
Jun-21;-0.5;5.391451;4.048694;;132.8794;140.2464;125.9228;155.2178;127.813;214.3335;156.6191;639.3499;448.2657;170.1667
Jul-21;-0.3;5.365475;4.242793;;133.6056;140.6317;124.3719;154.7849;127.3939;218.3261;157.3707;645.0585;452.1993;171.995
Aug-21;-0.4;5.251272;4.363475;;136.9542;142.6497;124.4789;156.6078;131.5263;221.9018;158.2148;652.8917;457.1522;173.2122
Sep-21;0.2;5.390349;4.607158;;134.6871;143.1405;133.0395;155.121;130.6774;225.207;158.9768;657.6505;460.8444;174.146
Oct-21;0.1;6.221869;5.24495;;133.6132;144.7816;128.3724;156.8541;129.5189;228.8705;160.0602;663.9681;465.0924;175.3139
Nov-21;0.6;6.809003;5.871463;;134.4745;149.5152;130.4829;159.9428;134.3893;232.7388;161.0536;671.1262;469.9253;176.5998
Dec-21;0.8;7.036403;6.559142;;133.9538;146.0664;127.4835;157.3382;131.6776;236.8337;161.8692;676.1167;473.117;178.1494
Jan-22;0.5;7.479873;7.215383;;132.732;146.7475;126.2342;158.1003;132.227;240.1243;162.6409;681.2462;475.9667;178.584
Feb-22;0.9;7.871064;7.807868;;130.412;147.9952;123.6441;155.2735;127.0804;242.1206;163.6937;683.7448;478.2531;178.8085
Mar-22;1.2;8.542456;8.83237;;131.7159;150.8203;121.6103;152.9557;118.4808;243.7001;164.2853;685.0056;479.6768;180.1373
Apr-22;2.5;8.25863;9.265716;;136.101;150.6322;122.6204;153.5939;120.439;245.3527;164.4819;682.3085;478.4975;181.4576
May-22;2.5;8.581511;9.750242;;130.435;142.2092;121.2945;144.4183;116.0843;246.6908;164.3773;682.6394;478.2908;182.5464
Jun-22;2.4;9.059758;10.38887;;123.8231;137.703;122.2176;139.7295;112.172;246.625;165.4142;680.2865;477.5217;183.4769
Jul-22;2.6;8.524815;10.35664;;122.0088;131.9919;122.9743;137.4874;109.5836;244.6872;166.111;679.4955;476.471;184.5708
Aug-22;3;8.262692;10.37362;;128.0332;138.5578;126.5281;144.2186;114.6805;242.2303;166.9771;677.5033;475.0468;185.381
Sep-22;3;8.20167;10.66011;;122.6224;133.5429;123.9406;135.1335;107.339;241.1042;167.4317;671.2487;473.184;185.2584
Oct-22;3.7;7.745427;10.78976;;122.6354;131.5332;122.1911;131.9779;106.251;241.0164;167.9761;665.1892;469.9176;183.6869
Nov-22;3.8;7.110323;10.37915;;129.3073;138.8564;126.8434;142.0909;116.276;240.6508;169.1462;659.7454;466.5993;182.0562
Dec-22;4;6.454401;9.438622;;130.5719;137.6451;124.7155;143.193;117.3453;240.4753;169.5559;651.472;;181.167
Jan-23;;6.410147;;;132.9896;140.9926;123.7956;147.018;123.4687;;;;;
